Date,80237,80236,80239,80238,80246,80247,80249,80010,80123,80202,80204,80203,80206,80205,80207,80210,80209,80212,80211,80216,80219,80218,80221,80220,80223,80222,80224,80227,80231,80230,80235
2004-04-30,256600,215400,182900,305100,227800,124700,202100,160800,234800,324100,177200,183400,327000,199100,206900,291200,352800,220900,226900,146700,171900,244700,183600,256300,174300,214600,230700,225800,207900,389100,196300
2004-05-31,257400,216300,183000,306200,227500,124400,202400,160900,234800,325000,177300,184800,328500,199800,207900,291900,355300,221500,228000,146300,172100,245800,184000,257100,174700,215400,230700,226600,208300,391800,196800
2004-06-30,258300,217200,182900,307200,227300,124000,202400,161000,234900,325300,177400,185600,330200,199800,208500,292600,358000,222100,229100,145600,172200,247100,184500,257600,175000,216300,230800,227600,208600,394700,197300
2004-07-31,259100,217800,182700,308100,227200,123700,202200,161100,234900,325500,177200,185900,332000,199300,208700,293100,360900,222900,230200,144300,172200,248500,184900,257900,175200,217300,231200,228500,208900,397600,197700
2004-08-31,259700,218200,182400,309200,227300,123500,201900,161200,234800,325500,177000,185800,333700,198500,208700,293500,363800,223700,231500,143100,172200,249900,185200,258200,175100,218300,231900,229300,209100,400700,198100
2004-09-30,260200,218600,182200,310500,227500,123600,201700,161400,234900,325700,176800,185400,335300,197800,208700,293900,366400,224500,232900,142700,172300,251300,185400,258700,175100,219300,232900,230100,209200,404400,198800
2004-10-31,260900,219100,182300,312300,227900,123700,201800,161700,235100,326000,176900,184900,337000,197500,209100,294600,369000,225500,234500,142700,172600,252800,185500,259600,175200,220300,234200,230800,209600,408600,199600
2004-11-30,261800,219800,182500,314800,228400,124000,202200,161900,235600,326400,177200,184700,338900,197600,209700,295700,371700,226700,236100,142600,173100,254300,185600,260900,175500,221300,235700,231500,210100,413200,200700
2004-12-31,263100,220700,182800,318100,228900,124200,202700,162200,236400,326900,177700,185000,341100,198200,210700,297400,374300,228000,237700,142400,173600,256000,185700,262700,176000,222500,237300,232100,210800,418000,201800
2005-01-31,264300,221600,183100,321900,229500,124400,203300,162300,237300,327800,178300,185500,343500,198900,211800,299400,376800,229400,239100,142200,174100,257800,185700,264800,176700,223800,238700,232800,211500,422600,202800
2005-02-28,265300,222300,183400,326200,230200,124500,203800,162300,238300,329200,178900,185900,345800,199700,212800,301500,379100,230800,240300,142100,174400,259500,185700,266800,177200,225100,239800,233600,212000,426400,203600
2005-03-31,266100,222600,183500,330900,231000,124600,204100,162200,239300,331600,179500,186200,347900,200400,213800,304100,381100,232100,241300,142000,174500,260900,185600,268800,177500,226300,240700,234200,212500,429700,204300
2005-04-30,266600,222500,183500,336100,231900,124600,204400,162100,240300,335100,179900,186100,350100,201400,214900,307100,383400,233500,242300,141600,174600,262200,185300,270600,177500,227500,241400,234600,212800,432500,205000
2005-05-31,267000,222000,183700,341200,232700,124500,204600,162000,241300,339000,180300,185900,352100,202900,216000,310200,385600,235000,243200,141200,174500,263400,185100,272400,177500,228600,241700,234700,212900,435000,205600
2005-06-30,267100,221400,183900,345900,233400,124300,205000,162000,242200,343000,180600,185700,354100,204800,217200,313200,387800,236600,244300,140800,174400,264700,184900,274100,177500,229500,241700,234400,213000,437500,206200
2005-07-31,267100,220700,184100,350100,234000,124000,205400,161800,242900,346800,180800,185900,356200,206800,218200,316000,389900,238200,245400,140800,174300,266200,184600,275700,177400,230300,241600,233900,213200,439900,206900
2005-08-31,266900,220100,183800,354000,234500,123500,205800,161400,243400,350400,180900,186700,358000,208800,218900,318300,391900,239700,246300,140900,174000,267700,184100,277200,177400,231100,241400,233500,213600,441800,207500
2005-09-30,266900,219700,183500,357700,235100,122900,206200,160700,244000,353500,181000,188000,359800,210500,219300,320400,393600,241000,247000,140700,173800,269200,183700,278800,177500,231900,241300,233200,214100,443300,207900
2005-10-31,267100,219400,183000,361300,235500,122300,206600,159900,244400,355900,181000,189700,361400,211900,219600,322400,395200,242300,247600,140400,173600,270300,183200,280500,177600,232600,241400,233100,214500,444300,208300
2005-11-30,267500,218800,182400,364800,236000,121700,206800,159200,244700,357800,180900,191300,362800,213100,219900,324400,396800,243600,248200,140300,173400,271000,182800,282100,177800,233200,241700,233100,214700,444700,208700
2005-12-31,268200,218000,181800,368000,236400,121200,206800,158700,244900,359400,180700,192800,364400,214300,220400,326300,398500,244800,248700,140100,173200,271200,182400,283700,177900,233700,242300,233200,214900,445000,209100
2006-01-31,269200,217300,181200,371000,237000,120800,206800,158300,244900,360700,180500,193800,366100,215300,221000,328100,400400,246100,249400,139900,173000,271200,182200,285300,178000,234200,243000,233300,214800,445400,209400
2006-02-28,270300,216800,180800,373300,237800,120600,206800,158300,244900,361600,180500,194500,367900,216200,221700,329700,402200,247300,250100,140100,172900,271200,182100,287100,177900,234900,243900,233300,214600,446400,209500
2006-03-31,271700,216500,180700,375100,238900,120300,207000,158400,245000,362200,180500,195000,369700,217100,222500,331200,404100,248600,250900,140600,172700,271500,182000,289000,177600,235500,245000,233300,214300,448100,209300
2006-04-30,273300,216400,180700,377000,240400,120000,207300,158400,245200,362600,180600,195200,371400,218000,223500,332600,406200,249900,251800,140100,172300,272100,181800,291000,177300,236300,246400,233300,214000,450600,209000
2006-05-31,275000,216300,180900,379100,241900,119400,207600,158300,245700,362500,180700,195400,373000,218800,224600,333500,408000,251100,252900,138700,172000,272900,181500,293000,176900,237000,247900,233500,213600,453500,208800
2006-06-30,276400,216200,180900,381300,243200,118600,208000,158100,246100,362400,180800,195500,374300,219800,225800,334200,409700,252200,254000,137600,171500,273600,181200,294900,176600,237400,249200,233600,213000,456300,208600
2006-07-31,277800,216100,180600,383900,244400,117700,208000,157700,246400,363000,180800,195600,375800,220800,227200,335200,411500,253100,255200,137200,170900,274000,180700,296500,176300,237500,250200,233700,212300,458600,208500
2006-08-31,278900,215900,180000,386200,245300,117000,207700,156900,246600,364400,180700,195700,377400,221800,228700,336600,413200,253900,256400,136700,170000,274000,180200,297500,175800,237200,250400,233700,211500,459900,208200
2006-09-30,279600,215600,179100,388000,245700,116400,207100,155900,246500,366100,180500,195500,378900,222700,230400,338000,414900,254400,257700,135800,169100,273600,179800,297600,175000,236700,250000,233500,210700,460600,207700
2006-10-31,279900,215200,178300,388900,245600,115900,206300,154700,246200,367500,180300,195000,380100,223500,231900,339100,416400,254700,258700,134900,168100,272900,179300,297000,174200,236100,249200,233100,209800,461000,207100
2006-11-30,279700,214900,177600,389000,245000,115400,205500,153500,245800,368100,179900,194100,380500,224100,232900,339800,417800,254700,259400,134600,167100,272200,178700,295900,173200,235700,248200,232600,208800,461300,206300
2006-12-31,279300,214500,177000,388700,244300,114700,204800,152300,245200,367800,179500,192900,380400,224300,233300,340100,419300,254400,259900,134300,166100,271500,177900,294800,172300,235500,247300,232000,207900,461900,205700
2007-01-31,278900,214200,176500,388300,243600,114000,204300,151300,244900,367000,179200,191800,380200,224500,233000,340300,420700,254000,260400,133600,165100,271000,177000,293900,171700,235700,246800,231300,207000,463000,205100
2007-02-28,278500,213900,176200,388100,243000,113400,203900,150400,244700,365900,179100,191200,380100,224600,232300,340500,421800,253800,261300,132900,164300,270600,175700,293500,171400,236200,246500,230600,206300,464300,204600
2007-03-31,278300,213700,175900,388700,242700,113000,203500,149500,244600,365400,179200,191000,380300,224900,231500,341200,423000,254000,262600,131900,163800,270400,174300,293500,171100,236900,246600,230000,205600,466000,204000
2007-04-30,278700,213600,175500,389900,242900,112700,203000,148500,244700,365400,179400,191400,380800,225200,230700,342600,424400,254400,264000,130700,163500,270400,173000,293700,170900,237800,247100,229700,205300,468200,203400
2007-05-31,279400,213600,175200,391200,243300,112600,202700,147500,244900,365500,179800,192000,381100,225500,229800,343800,425300,254900,265300,129200,163200,270600,172100,293900,170900,238800,247500,229800,205100,470400,202700
2007-06-30,280100,213700,174600,392300,243400,112400,202400,146500,245300,366100,180200,192900,380800,225400,228600,344600,426100,255200,266400,126600,163000,270900,171200,294300,170900,239700,247700,229900,205000,472200,202000
2007-07-31,280800,213900,173400,393700,243500,112200,201900,145000,245500,367200,180300,193700,380300,225100,227200,345200,427400,255200,267100,123800,162500,271400,169900,295000,170700,240300,248100,229900,204700,473500,201400
